iteration,train_time_s,query_time_s,eig_time_s
0,21.476,4.7547,
1,22.6895,4.7769,
2,23.2116,4.7819,
3,24.6155,4.6864,
4,24.8261,4.8173,
5,25.9884,4.6963,
6,26.3826,4.7317,
7,27.4226,4.7657,
8,28.4827,4.765,
9,28.9412,4.7195,
