lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/acc,epoch,train/acc,train/loss,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,4,1.586586594581604,0.07999999821186066,0,,,,,
,,4,,,0,0.3499999940395355,,,,
0.0001442986898059786,0.0001442986898059786,5,,,,,,,,
,,9,1.5625728368759155,0.18000000715255737,1,,,,,
,,9,,,1,0.625,,,,
0.0001442986898059786,0.0001442986898059786,10,,,,,,,,
,,14,1.5172126293182373,0.3199999928474426,2,,,,,
,,14,,,2,0.7250000238418579,,,,
0.0001442986898059786,0.0001442986898059786,15,,,,,,,,
,,19,1.431393027305603,0.46000000834465027,3,,,,,
,,19,,,3,0.824999988079071,,,,
1.442986898059786e-05,1.442986898059786e-05,20,,,,,,,,
,,24,1.340010166168213,0.5,4,,,,,
,,24,,,4,0.75,,,,
1.442986898059786e-05,1.442986898059786e-05,25,,,,,,,,
,,29,1.221511721611023,0.6000000238418579,5,,,,,
,,29,,,5,0.800000011920929,,,,
1.442986898059786e-05,1.442986898059786e-05,30,,,,,,,,
,,34,1.1036040782928467,0.6800000071525574,6,,,,,
,,34,,,6,0.824999988079071,,,,
1.442986898059786e-05,1.442986898059786e-05,35,,,,,,,,
,,39,1.00762140750885,0.7200000286102295,7,,,,,
,,39,,,7,0.824999988079071,,,,
1.4429868980597862e-06,1.4429868980597862e-06,40,,,,,,,,
,,44,0.9393373727798462,0.7599999904632568,8,,,,,
,,44,,,8,0.800000011920929,,,,
1.4429868980597862e-06,1.4429868980597862e-06,45,,,,,,,,
,,49,,,9,,0.7127782106399536,,,
,,49,0.8949894905090332,0.7599999904632568,9,,,,,
,,49,,,9,0.875,,,,
1.4429868980597862e-06,1.4429868980597862e-06,50,,,,,,,,
,,54,0.8665130734443665,0.7599999904632568,10,,,,,
,,54,,,10,0.7749999761581421,,,,
1.4429868980597862e-06,1.4429868980597862e-06,55,,,,,,,,
,,59,0.848910927772522,0.7599999904632568,11,,,,,
,,59,,,11,0.7749999761581421,,,,
1.4429868980597863e-07,1.4429868980597863e-07,60,,,,,,,,
,,64,0.8374426960945129,0.7799999713897705,12,,,,,
,,64,,,12,0.800000011920929,,,,
1.4429868980597863e-07,1.4429868980597863e-07,65,,,,,,,,
,,69,0.8297054767608643,0.7799999713897705,13,,,,,
,,69,,,13,0.7749999761581421,,,,
1.4429868980597863e-07,1.4429868980597863e-07,70,,,,,,,,
,,74,0.8245846033096313,0.7799999713897705,14,,,,,
,,74,,,14,0.824999988079071,,,,
1.4429868980597863e-07,1.4429868980597863e-07,75,,,,,,,,
,,79,0.8221021890640259,0.7799999713897705,15,,,,,
,,79,,,15,0.824999988079071,,,,
1.4429868980597864e-08,1.4429868980597864e-08,80,,,,,,,,
,,84,0.8212918043136597,0.7799999713897705,16,,,,,
,,84,,,16,0.75,,,,
,,85,,,17,,,0.5779918432235718,0.9224444627761841,0.4012986123561859
