iteration,train_time_s,query_time_s,eig_time_s
0,27.635,99.7119,84.008
1,30.8836,153.5381,137.6287
2,31.8653,211.9357,195.8842
3,32.9174,266.5514,250.0565
4,33.5455,320.2603,303.8387
5,34.6646,404.3814,387.8214
6,35.2058,464.5819,447.9273
7,36.5615,525.2123,508.5694
8,37.6183,587.6422,570.7719
9,37.9591,661.2538,644.4749
