iteration,train_time_s,query_time_s,eig_time_s
0,34.8936,5.2785,
1,45.7755,5.4049,
2,43.0025,5.8195,
3,46.045,5.4928,
4,46.0089,5.5447,
5,45.4573,5.4346,
6,46.3757,5.6147,
7,48.5158,5.4591,
8,51.2121,5.4914,
9,53.1699,5.651,
