iteration,train_time_s,query_time_s,eig_time_s
0,67.2623,90.4761,80.7182
1,44.4843,117.8674,108.5608
2,50.3103,150.6542,140.6125
3,74.2123,162.8622,151.5949
4,86.0834,211.4273,200.6514
5,88.4011,269.1453,258.4346
6,88.8299,322.6702,311.9285
7,112.1709,361.0986,350.3599
8,104.1297,406.6601,395.3092
9,107.8269,473.2483,462.8463
