iteration,train_time_s,query_time_s,eig_time_s
0,21.7103,93.7636,
1,23.4134,151.3752,
2,24.1842,217.9191,
3,24.8351,270.2782,
4,25.5087,323.1464,
5,26.6043,411.3164,
6,27.0428,475.2434,
7,28.0195,533.8807,
8,29.0834,597.5892,
9,29.4053,662.9019,
