lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,epoch,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,
,,1,1.6852357387542725,0.6223235130310059,nan,0.34200000762939453,0.26870056986808777,0.1585085690021515,0,,,,,,,,,,,,
,,1,,,,,,,0,0.26349207758903503,nan,0.20000000298023224,nan,0.0727272778749466,,,,,,,
0.0001442986898059786,0.0001442986898059786,2,,,,,,,,,,,,,,,,,,,
,,3,1.6871435642242432,0.6811057329177856,nan,0.35600000619888306,0.2199999988079071,0.13581374287605286,1,,,,,,,,,,,,
,,3,,,,,,,1,0.5269841551780701,nan,0.4000000059604645,nan,0.23333334922790527,,,,,,,
0.0001442986898059786,0.0001442986898059786,4,,,,,,,,,,,,,,,,,,,
,,5,1.6906261444091797,0.7205954790115356,nan,0.3540000021457672,0.20000000298023224,0.10457901656627655,2,,,,,,,,,,,,
,,5,,,,,,,2,0.6793650984764099,nan,0.30000001192092896,nan,0.17999999225139618,,,,,,,
0.0001442986898059786,0.0001442986898059786,6,,,,,,,,,,,,,,,,,,,
,,7,1.6956552267074585,0.7557655572891235,nan,0.3540000021457672,0.20000000298023224,0.10457901656627655,3,,,,,,,,,,,,
,,7,,,,,,,3,0.565079391002655,nan,0.30000001192092896,nan,0.13333334028720856,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,8,,,,,,,,,,,,,,,,,,,
,,9,1.707588791847229,0.7675039172172546,nan,0.3540000021457672,0.20000000298023224,0.10457901656627655,4,,,,,,,,,,,,
,,9,,,,,,,4,0.6984126567840576,nan,0.6000000238418579,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,10,,,,,,,,,,,,,,,,,,,
,,11,1.7158015966415405,0.7645628452301025,nan,0.3540000021457672,0.20000000298023224,0.10457901656627655,5,,,,,,,,,,,,
,,11,,,,,,,5,0.6730158925056458,nan,0.5,nan,nan,,,,,,,
