iteration,train_time_s,query_time_s,eig_time_s
0,27.6901,79.5434,63.7127
1,31.2203,155.2256,139.0348
2,31.8399,213.9224,197.1998
3,33.1258,267.5179,250.997
4,33.9463,321.6608,304.8073
5,34.8359,408.7576,391.7322
6,35.2938,468.0571,451.0518
7,36.2914,527.7434,510.2011
8,37.6148,590.0147,572.8228
9,38.0809,662.8186,645.6486
