iteration,train_time_s,query_time_s,eig_time_s
0,21.506,3.4368,
1,22.4812,3.4846,
2,23.1017,3.439,
3,23.9735,3.4403,
4,24.6034,3.4427,
5,25.6431,3.427,
6,26.089,3.4409,
7,27.4206,3.4559,
8,28.5483,3.4134,
9,28.746,3.482,
