lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.3019509017467499,0,,,,,,
,,49,,0,0.6613208651542664,0.800000011920929,,,,
,,49,,0,,,0.8050000071525574,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.668251633644104,1,,,,,,
,,99,,1,0.6556006073951721,0.800000011920929,,,,
,,99,,1,,,0.9275000095367432,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.7075441479682922,2,,,,,,
,,149,,2,0.6562458872795105,0.800000011920929,,,,
,,149,,2,,,0.9375,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.1109638661146164,3,,,,,,
,,199,,3,0.7374870777130127,0.7400000095367432,,,,
,,199,,3,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.105127714574337,4,,,,,,
,,249,,4,0.6258639693260193,0.7799999713897705,,,,
,,249,,4,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.621504545211792,5,,,,,,
,,299,,5,0.6204513907432556,0.800000011920929,,,,
,,299,,5,,,0.9424999952316284,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.032012540847063065,6,,,,,,
,,349,,6,0.5910701155662537,0.800000011920929,,,,
,,349,,6,,,0.9474999904632568,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.04366328939795494,7,,,,,,
,,399,,7,0.5955852270126343,0.800000011920929,,,,
,,399,,7,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.042798928916454315,8,,,,,,
,,449,,8,0.5976409912109375,0.800000011920929,,,,
,,449,,8,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.06083749234676361,9,,,,,,
,,499,,9,0.5966850519180298,0.800000011920929,,,,
,,499,,9,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.2853609025478363,10,,,,,,
,,549,,10,0.6037834882736206,0.800000011920929,,,,
,,549,,10,,,0.9350000023841858,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.052369125187397,11,,,,,,
,,599,,11,0.5919232368469238,0.800000011920929,,,,
,,599,,11,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.34767892956733704,12,,,,,,
,,649,,12,0.5959956645965576,0.800000011920929,,,,
,,649,,12,,,0.949999988079071,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.5986645221710205,13,,,,,,
,,699,,13,0.5982365608215332,0.800000011920929,,,,
,,699,,13,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.05539385974407196,14,,,,,,
,,749,,14,0.5936715006828308,0.800000011920929,,,,
,,749,,14,,,0.9424999952316284,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.0534684918820858,15,,,,,,
,,799,,15,0.5954954028129578,0.800000011920929,,,,
,,799,,15,,,0.9474999904632568,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.5520027279853821,16,,,,,,
,,849,,16,0.5964720249176025,0.800000011920929,,,,
,,849,,16,,,0.9449999928474426,,,
,,850,,17,,,,0.3289388418197632,0.9273333549499512,0.3947136700153351
