iteration,train_time_s,query_time_s,eig_time_s
0,24.9644,176.6681,170.519
1,22.832,144.1129,138.2134
2,23.4217,203.0893,197.1821
3,24.5323,255.539,249.6662
4,24.9903,308.5725,302.5169
5,25.9865,388.2072,382.0077
6,26.5151,448.3186,442.2395
7,27.3575,505.8708,499.8507
8,28.7062,569.9687,563.9595
9,29.2396,638.2734,632.1981
