iteration,train_time_s,query_time_s,eig_time_s
0,157.8451,316.5532,284.6713
1,164.1573,564.9364,532.5791
2,169.3519,607.8118,574.8521
3,171.2591,939.4604,906.2357
4,175.6289,1004.8384,971.5208
5,180.8146,1165.4791,1132.3369
6,180.6168,1444.6367,1412.0786
7,183.4891,2258.5648,2225.5627
8,192.5061,2451.622,2418.2053
9,181.6325,2614.276,2581.8248
