iteration,train_time_s,query_time_s,eig_time_s
0,21.8547,90.3364,84.6093
1,23.1305,144.3398,138.5325
2,24.2929,202.6979,196.8168
3,24.7848,256.1034,249.9776
4,25.6234,308.7713,302.6671
5,26.7422,387.1887,381.2118
6,26.9175,448.5812,442.5642
7,27.9214,505.8746,499.8096
8,29.3205,570.4063,564.3524
9,29.6961,636.5802,630.4139
