lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,epoch,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,train/loss,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,12,1.6318778991699219,0.6886593699455261,nan,0.03799999877810478,0.20000000298023224,0.014643545262515545,0,,,,,,,,,,,,,
,,12,,,,,,,0,0.6514789462089539,0.2806030809879303,0.2800000011920929,0.2986486554145813,0.17363856732845306,,,,,,,,
0.0001442986898059786,0.0001442986898059786,13,,,,,,,,,,,,,,,,,,,,
,,25,1.419782280921936,0.667666494846344,nan,0.2720000147819519,0.15427067875862122,0.13601021468639374,1,,,,,,,,,,,,,
,,25,,,,,,,1,0.695110023021698,0.33467328548431396,0.5400000214576721,0.42770272493362427,0.32333335280418396,,,,,,,,
0.0001442986898059786,0.0001442986898059786,26,,,,,,,,,,,,,,,,,,,,
,,38,1.089735984802246,0.6417385339736938,nan,0.7879999876022339,0.3559548258781433,0.3477431535720825,2,,,,,,,,,,,,,
,,38,,,,,,,2,0.7962095737457275,0.4293479919433594,0.699999988079071,0.4290540814399719,0.3996581435203552,,,,,,,,
0.0001442986898059786,0.0001442986898059786,39,,,,,,,,,,,,,,,,,,,,
,,49,,,,,,,3,,,,,,0.736594021320343,,,,,,,
,,51,0.7827453017234802,0.7183640599250793,nan,0.9100000262260437,0.4128149151802063,0.41288265585899353,3,,,,,,,,,,,,,
,,51,,,,,,,3,0.8096168637275696,0.38227206468582153,0.6899999976158142,0.4263513684272766,0.37589433789253235,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,52,,,,,,,,,,,,,,,,,,,,
,,64,0.7666939496994019,0.7144506573677063,nan,0.9300000071525574,0.39592522382736206,0.3811170756816864,4,,,,,,,,,,,,,
,,64,,,,,,,4,0.9087520837783813,0.5369811058044434,0.7599999904632568,0.5523648858070374,0.4868491291999817,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,65,,,,,,,,,,,,,,,,,,,,
,,77,0.7276222109794617,0.6981948018074036,nan,0.9340000152587891,0.3981851041316986,0.3832675516605377,5,,,,,,,,,,,,,
,,77,,,,,,,5,0.9392250180244446,0.5856543779373169,0.8399999737739563,0.6408783793449402,0.5921900272369385,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,78,,,,,,,,,,,,,,,,,,,,
,,90,0.7163986563682556,0.7033796906471252,nan,0.9340000152587891,0.3981851041316986,0.3829280138015747,6,,,,,,,,,,,,,
,,90,,,,,,,6,0.9180967211723328,0.5737966299057007,0.8299999833106995,0.6479729413986206,0.5677650570869446,,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,91,,,,,,,,,,,,,,,,,,,,
,,99,,,,,,,7,,,,,,1.031365156173706,,,,,,,
,,103,0.710533618927002,0.6984095573425293,0.3854634761810303,0.9319999814033508,0.3975001871585846,0.38292333483695984,7,,,,,,,,,,,,,
,,103,,,,,,,7,0.9246121644973755,0.6111582517623901,0.8500000238418579,0.6729729771614075,0.5976218581199646,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,104,,,,,,,,,,,,,,,,,,,,
,,116,0.7068772315979004,0.6907694935798645,0.38599565625190735,0.9319999814033508,0.3975001871585846,0.38292333483695984,8,,,,,,,,,,,,,
,,116,,,,,,,8,0.9448286294937134,0.5773506760597229,0.75,0.5969594717025757,0.5072301030158997,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,117,,,,,,,,,,,,,,,,,,,,
,,129,0.7083832025527954,0.6985248923301697,0.38619881868362427,0.9319999814033508,0.3975001871585846,0.38292333483695984,9,,,,,,,,,,,,,
,,129,,,,,,,9,0.9469673037528992,0.6001772284507751,0.8199999928474426,0.6354729533195496,0.5738953351974487,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,130,,,,,,,,,,,,,,,,,,,,
,,142,0.702097475528717,0.7031723856925964,0.3864530324935913,0.9319999814033508,0.3975001871585846,0.38292333483695984,10,,,,,,,,,,,,,
,,142,,,,,,,10,0.9396920204162598,0.553942084312439,0.7400000095367432,0.6236486434936523,0.5020742416381836,,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,143,,,,,,,,,,,,,,,,,,,,
,,149,,,,,,,11,,,,,,0.7167532444000244,,,,,,,
,,155,0.7073212265968323,0.707346498966217,nan,0.9340000152587891,0.4080265164375305,0.4021151661872864,11,,,,,,,,,,,,,
,,155,,,,,,,11,0.9502067565917969,0.5453711748123169,0.8199999928474426,0.5006756782531738,0.48176559805870056,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,156,,,,,,,,,,,,,,,,,,,,
,,168,0.7038363814353943,0.7052912712097168,0.3864486515522003,0.9319999814033508,0.3975001871585846,0.38292333483695984,12,,,,,,,,,,,,,
,,168,,,,,,,12,0.9380087852478027,0.6446391344070435,0.8399999737739563,0.7256757020950317,0.6280220150947571,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,169,,,,,,,,,,,,,,,,,,,,
,,181,0.7107452154159546,0.6961509585380554,0.386071115732193,0.9319999814033508,0.3975001871585846,0.38292333483695984,13,,,,,,,,,,,,,
,,181,,,,,,,13,0.8853287100791931,0.5936523675918579,0.8299999833106995,0.6006757020950317,0.576103925704956,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,182,,,,,,,,,,,,,,,,,,,,
,,194,0.6955292820930481,0.6927931904792786,0.38862234354019165,0.9319999814033508,0.3975001871585846,0.38292333483695984,14,,,,,,,,,,,,,
,,194,,,,,,,14,0.8918224573135376,0.5548308491706848,0.7699999809265137,0.6023648977279663,0.535397469997406,,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,195,,,,,,,,,,,,,,,,,,,,
,,199,,,,,,,15,,,,,,0.7619042992591858,,,,,,,
,,207,0.6951476335525513,0.6983006596565247,0.3861578106880188,0.9319999814033508,0.3975001871585846,0.38292333483695984,15,,,,,,,,,,,,,
,,207,,,,,,,15,0.9357668161392212,0.6088533997535706,0.8500000238418579,0.6435810923576355,0.5874963998794556,,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,208,,,,,,,,,,,,,,,,,,,,
,,220,0.695768415927887,0.7055652737617493,0.3864360749721527,0.9319999814033508,0.3975001871585846,0.38292333483695984,16,,,,,,,,,,,,,
,,220,,,,,,,16,0.9345364570617676,0.601874589920044,0.8600000143051147,0.665878415107727,0.5990527868270874,,,,,,,,
,,221,,,,,,,17,,,,,,,0.7676976323127747,0.7702496647834778,nan,0.8920000195503235,0.3806346356868744,0.3743579089641571,0.380634605884552
