iteration,train_time_s,query_time_s,eig_time_s
0,21.4093,3.4825,
1,22.6344,3.4348,
2,23.4241,3.5158,
3,24.1434,3.4855,
4,26.1535,3.5406,
5,26.4114,3.4292,
6,26.8104,3.4796,
7,27.5875,3.4838,
8,28.5509,3.5099,
9,29.2031,3.525,
