iteration,train_time_s,query_time_s,eig_time_s
0,39.0072,6.2455,
1,43.1582,6.2688,
2,45.5403,6.5012,
3,42.3917,6.3808,
4,48.9372,6.6076,
5,52.4926,6.344,
6,54.0116,6.3188,
7,49.076,6.3657,
8,48.2349,6.3286,
9,52.9228,6.2659,
