iteration,train_time_s,query_time_s,eig_time_s
0,21.258,89.7245,84.1638
1,22.5049,145.703,139.9347
2,23.476,210.235,204.3297
3,24.4422,262.397,256.4302
4,24.8718,315.2644,309.3525
5,25.9449,404.0591,398.1767
6,26.2876,464.638,458.7698
7,27.6729,522.5549,516.4888
8,28.5241,587.7671,581.758
9,29.5922,653.5059,647.3161
