iteration,train_time_s,query_time_s,eig_time_s
0,21.3421,89.4546,83.8888
1,22.4402,144.178,138.4318
2,23.5328,204.7388,198.8644
3,24.4317,258.9476,253.0349
4,24.9413,312.5784,306.6077
5,26.1361,398.0494,392.1204
6,26.4521,457.3669,451.4686
7,27.4207,515.0199,509.13
8,28.6782,578.4887,572.5297
9,28.8938,649.5082,643.4907
