iteration,train_time_s,query_time_s,eig_time_s
0,21.683,4.7253,
1,22.9029,4.7658,
2,23.5454,4.7132,
3,24.1225,4.733,
4,24.6936,4.7805,
5,25.7255,4.71,
6,26.2559,4.6342,
7,27.4155,4.6882,
8,28.0493,4.6798,
9,28.6432,4.719,
