lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/acc,epoch,train/acc,train/loss,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,31,0.841260552406311,0.7400000095367432,0,,,,,
,,31,,,0,0.8600000143051147,,,,
0.0001442986898059786,0.0001442986898059786,32,,,,,,,,
,,49,,,1,,0.4034702777862549,,,
,,63,0.8164697289466858,0.7599999904632568,1,,,,,
,,63,,,1,0.9399999976158142,,,,
0.0001442986898059786,0.0001442986898059786,64,,,,,,,,
,,95,0.7414926886558533,0.800000011920929,2,,,,,
,,95,,,2,0.9399999976158142,,,,
0.0001442986898059786,0.0001442986898059786,96,,,,,,,,
,,99,,,3,,0.05482346564531326,,,
,,127,0.7765834927558899,0.7799999713897705,3,,,,,
,,127,,,3,0.9480000138282776,,,,
1.442986898059786e-05,1.442986898059786e-05,128,,,,,,,,
,,149,,,4,,0.05491260811686516,,,
,,159,0.701401948928833,0.800000011920929,4,,,,,
,,159,,,4,0.9399999976158142,,,,
1.442986898059786e-05,1.442986898059786e-05,160,,,,,,,,
,,191,0.6955707669258118,0.800000011920929,5,,,,,
,,191,,,5,0.9480000138282776,,,,
1.442986898059786e-05,1.442986898059786e-05,192,,,,,,,,
,,199,,,6,,0.04728642851114273,,,
,,223,0.7176529169082642,0.800000011920929,6,,,,,
,,223,,,6,0.9399999976158142,,,,
1.442986898059786e-05,1.442986898059786e-05,224,,,,,,,,
,,249,,,7,,0.10180484503507614,,,
,,255,0.6990350484848022,0.800000011920929,7,,,,,
,,255,,,7,0.9520000219345093,,,,
1.4429868980597862e-06,1.4429868980597862e-06,256,,,,,,,,
,,287,0.6842492818832397,0.800000011920929,8,,,,,
,,287,,,8,0.9480000138282776,,,,
1.4429868980597862e-06,1.4429868980597862e-06,288,,,,,,,,
,,299,,,9,,0.0602509006857872,,,
,,319,0.7266884446144104,0.800000011920929,9,,,,,
,,319,,,9,0.9520000219345093,,,,
1.4429868980597862e-06,1.4429868980597862e-06,320,,,,,,,,
,,349,,,10,,0.38869327306747437,,,
,,351,0.7115257382392883,0.800000011920929,10,,,,,
,,351,,,10,0.9520000219345093,,,,
1.4429868980597862e-06,1.4429868980597862e-06,352,,,,,,,,
,,383,0.7068035006523132,0.800000011920929,11,,,,,
,,383,,,11,0.9480000138282776,,,,
1.4429868980597863e-07,1.4429868980597863e-07,384,,,,,,,,
,,399,,,12,,0.17299498617649078,,,
,,415,0.7099617719650269,0.800000011920929,12,,,,,
,,415,,,12,0.9520000219345093,,,,
1.4429868980597863e-07,1.4429868980597863e-07,416,,,,,,,,
,,447,0.721068263053894,0.800000011920929,13,,,,,
,,447,,,13,0.9520000219345093,,,,
1.4429868980597863e-07,1.4429868980597863e-07,448,,,,,,,,
,,449,,,14,,0.04725214093923569,,,
,,479,0.690169095993042,0.800000011920929,14,,,,,
,,479,,,14,0.9520000219345093,,,,
1.4429868980597863e-07,1.4429868980597863e-07,480,,,,,,,,
,,499,,,15,,0.45635488629341125,,,
,,511,0.6930310130119324,0.800000011920929,15,,,,,
,,511,,,15,0.9440000057220459,,,,
1.4429868980597864e-08,1.4429868980597864e-08,512,,,,,,,,
,,543,0.6716316342353821,0.800000011920929,16,,,,,
,,543,,,16,0.9520000219345093,,,,
,,544,,,17,,,0.2934173047542572,0.9266666769981384,0.3944356441497803
