iteration,train_time_s,query_time_s,eig_time_s
0,48.9576,7.8113,
1,49.5967,7.8705,
2,48.6781,7.8218,
3,51.2578,7.8339,
4,50.2918,7.7685,
5,47.314,7.9562,
6,50.3448,8.074,
7,47.1976,7.5591,
8,48.9248,7.9179,
9,46.1489,7.9142,
