iteration,train_time_s,query_time_s,eig_time_s
0,49.3447,10.0182,
1,49.8401,10.3157,
2,48.4961,10.3201,
3,52.4652,10.2383,
4,54.5843,10.236,
5,48.6424,10.4585,
6,49.791,10.241,
7,46.508,10.2169,
8,49.4773,10.4916,
9,50.7436,10.5745,
