iteration,train_time_s,query_time_s,eig_time_s
0,21.2801,90.1792,84.4186
1,22.6121,145.9702,140.0762
2,23.5615,209.3354,203.3436
3,24.5518,262.5738,256.508
4,24.9146,315.598,309.5415
5,26.085,407.4647,401.4786
6,26.6833,464.0949,458.1082
7,27.4557,522.968,516.743
8,28.6648,586.1291,580.0394
9,29.3494,656.5799,650.4924
