iteration,train_time_s,query_time_s,eig_time_s
0,28.4577,99.5071,84.1537
1,30.9098,154.4061,138.6703
2,31.7607,215.0151,198.9445
3,33.6451,268.7617,252.5499
4,33.6103,323.0996,306.627
5,34.8847,406.7121,390.3641
6,35.4138,466.6928,450.2246
7,36.3204,526.8187,510.063
8,37.5663,590.1615,573.1718
9,38.2213,659.7595,642.8035
