val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss
2.379586935043335,0.14259999990463257,0,5,,,,
,,0,5,0.0629090890288353,,,
2.419945240020752,0.13359999656677246,1,11,,,,
,,1,11,0.10054545104503632,,,
2.3366401195526123,0.11320000141859055,2,17,,,,
,,2,17,0.11527273058891296,,,
2.8668060302734375,0.12240000069141388,3,23,,,,
,,3,23,0.10327272862195969,,,
217.2635040283203,0.10239999741315842,4,29,,,,
,,4,29,0.10127272456884384,,,
359.5989990234375,0.10499999672174454,5,35,,,,
,,5,35,0.0721818208694458,,,
60.516788482666016,0.09440000355243683,6,41,,,,
,,6,41,0.036181818693876266,,,
6.520388126373291,0.11299999803304672,7,47,,,,
,,7,47,0.12272727489471436,,,
,,,49,,0.08166666666666667,0.08166666666666667,
,,8,49,,,,2.322662353515625
4.1079421043396,0.10980000346899033,8,53,,,,
,,8,53,0.257999986410141,,,
4.245266914367676,0.14640000462532043,9,59,,,,
