iteration,train_time_s,query_time_s,eig_time_s
0,229.6207,25.0256,
1,229.5067,25.3938,
2,229.455,25.6098,
3,230.7758,25.628,
4,231.2723,25.7935,
5,232.218,25.963,
6,231.9367,26.0372,
7,231.5615,25.9272,
8,230.946,26.0798,
9,231.2043,26.1622,
