iteration,train_time_s,query_time_s,eig_time_s
0,25.3418,194.4688,188.2439
1,26.5575,313.6711,307.1505
2,27.5568,448.811,442.163
3,28.731,532.7774,525.5121
4,29.2636,626.6599,619.7836
5,30.3409,858.5961,851.8767
6,30.9455,835.9224,829.4411
7,27.3422,523.3692,517.3774
8,28.3517,585.1354,579.0066
9,28.9555,655.3125,649.2919
