iteration,train_time_s,query_time_s,eig_time_s
0,21.2404,6.7214,
1,22.648,6.8993,
2,23.4754,6.7389,
3,24.6276,6.7385,
4,24.6954,6.7673,
5,25.9256,6.8524,
6,26.1987,6.81,
7,27.4561,6.7259,
8,28.1105,6.6424,
9,29.8185,6.754,
