iteration,train_time_s,query_time_s,eig_time_s
0,61.7882,147.3907,138.557
1,45.299,208.6162,200.4669
2,61.828,367.4758,358.2188
3,63.0353,484.8963,475.2611
4,61.6555,597.8968,589.0005
5,63.2639,772.9556,763.988
6,67.0219,909.3977,900.2111
7,69.3674,1037.2562,1028.1745
8,71.6056,1122.1367,1113.2189
9,73.3684,1269.7141,1260.5208
