lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.06169348582625389,0,,,,,,
,,49,,0,0.6762905716896057,0.8032786846160889,,,,
,,49,,0,,,0.8550000190734863,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.4370259940624237,1,,,,,,
,,99,,1,0.7543796300888062,0.7540983557701111,,,,
,,99,,1,,,0.9175000190734863,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.16137991845607758,2,,,,,,
,,149,,2,0.6364853382110596,0.8196721076965332,,,,
,,149,,2,,,0.9399999976158142,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.06004039943218231,3,,,,,,
,,199,,3,0.6324694156646729,0.8196721076965332,,,,
,,199,,3,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.7056410908699036,4,,,,,,
,,249,,4,0.5892704129219055,0.8196721076965332,,,,
,,249,,4,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.08474501967430115,5,,,,,,
,,299,,5,0.5629858374595642,0.8196721076965332,,,,
,,299,,5,,,0.9474999904632568,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.21269859373569489,6,,,,,,
,,349,,6,0.5697163939476013,0.8196721076965332,,,,
,,349,,6,,,0.949999988079071,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.03066294826567173,7,,,,,,
,,399,,7,0.5514039397239685,0.8196721076965332,,,,
,,399,,7,,,0.9449999928474426,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.09527325630187988,8,,,,,,
,,449,,8,0.5620989203453064,0.8196721076965332,,,,
,,449,,8,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.5995998382568359,9,,,,,,
,,499,,9,0.5810443758964539,0.8196721076965332,,,,
,,499,,9,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.03180708736181259,10,,,,,,
,,549,,10,0.5612018704414368,0.8196721076965332,,,,
,,549,,10,,,0.9574999809265137,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.03995785117149353,11,,,,,,
,,599,,11,0.5604015588760376,0.8196721076965332,,,,
,,599,,11,,,0.949999988079071,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.12728525698184967,12,,,,,,
,,649,,12,0.5692083835601807,0.8196721076965332,,,,
,,649,,12,,,0.9524999856948853,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.07282265275716782,13,,,,,,
,,699,,13,0.5597588419914246,0.8196721076965332,,,,
,,699,,13,,,0.9449999928474426,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,1.0247195959091187,14,,,,,,
,,749,,14,0.5642622709274292,0.8196721076965332,,,,
,,749,,14,,,0.9449999928474426,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.20055687427520752,15,,,,,,
,,799,,15,0.5677863359451294,0.8196721076965332,,,,
,,799,,15,,,0.949999988079071,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.10794439911842346,16,,,,,,
,,849,,16,0.5580303072929382,0.8196721076965332,,,,
,,849,,16,,,0.9524999856948853,,,
,,850,,17,,,,0.27128976583480835,0.9279999732971191,0.39533931016921997
