iteration,train_time_s,query_time_s,eig_time_s
0,41.3937,80.2422,72.3031
1,50.0019,86.2892,77.4688
2,77.2787,128.8314,118.9344
3,81.5531,157.51,146.9727
4,85.8857,196.5088,187.4445
5,87.8155,257.4349,246.5516
6,92.8255,303.5906,293.9075
7,112.8796,341.0628,330.4014
8,113.3083,389.91,379.3265
9,103.4484,452.7399,442.3053
