iteration,train_time_s,query_time_s,eig_time_s
0,225.1246,3.8106,
1,224.6489,3.9692,
2,228.0512,3.9305,
3,226.024,3.8711,
4,227.9184,3.9712,
5,227.4767,3.9249,
6,226.497,3.8459,
7,228.2823,3.9136,
8,228.1451,3.8668,
9,227.5376,3.9101,
