lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,49,0.8655262589454651,0,,,,,,,,,,,,,,,,,,
,,99,0.7372499108314514,0,,,,,,,,,,,,,,,,,,
,,149,1.7130972146987915,0,,,,,,,,,,,,,,,,,,
,,199,1.7188090085983276,0,,,,,,,,,,,,,,,,,,
,,249,0.20871932804584503,0,,,,,,,,,,,,,,,,,,
,,299,0.7663175463676453,0,,,,,,,,,,,,,,,,,,
,,312,,0,0.47510403394699097,0.8736805319786072,nan,0.9259999990463257,0.5730279684066772,0.5745872259140015,,,,,,,,,,,,
,,312,,0,,,,,,,0.7664827704429626,0.4332491457462311,0.8327999711036682,0.44398340582847595,0.43902701139450073,,,,,,,
0.0001442986898059786,0.0001442986898059786,313,,,,,,,,,,,,,,,,,,,,
,,349,1.1109964847564697,1,,,,,,,,,,,,,,,,,,
,,399,1.4268003702163696,1,,,,,,,,,,,,,,,,,,
,,449,0.35777366161346436,1,,,,,,,,,,,,,,,,,,
,,499,0.19356340169906616,1,,,,,,,,,,,,,,,,,,
,,549,1.9337396621704102,1,,,,,,,,,,,,,,,,,,
,,599,0.7985213398933411,1,,,,,,,,,,,,,,,,,,
,,625,,1,0.4215713143348694,0.8116980791091919,nan,0.8999999761581421,0.4931448996067047,0.46966418623924255,,,,,,,,,,,,
,,625,,1,,,,,,,0.8469552993774414,0.4674507975578308,0.8492000102996826,0.5015189051628113,0.478353887796402,,,,,,,
0.0001442986898059786,0.0001442986898059786,626,,,,,,,,,,,,,,,,,,,,
,,649,0.555006742477417,2,,,,,,,,,,,,,,,,,,
,,699,0.5291513204574585,2,,,,,,,,,,,,,,,,,,
,,749,0.6153416037559509,2,,,,,,,,,,,,,,,,,,
,,799,0.5129929184913635,2,,,,,,,,,,,,,,,,,,
,,849,0.35063284635543823,2,,,,,,,,,,,,,,,,,,
,,899,0.26599183678627014,2,,,,,,,,,,,,,,,,,,
,,938,,2,0.2953552305698395,0.8353222012519836,nan,0.9419999718666077,0.488239586353302,0.5132931470870972,,,,,,,,,,,,
,,938,,2,,,,,,,0.855156421661377,nan,0.843999981880188,0.5210619568824768,0.48989301919937134,,,,,,,
0.0001442986898059786,0.0001442986898059786,939,,,,,,,,,,,,,,,,,,,,
,,949,0.45163556933403015,3,,,,,,,,,,,,,,,,,,
,,999,0.7468675374984741,3,,,,,,,,,,,,,,,,,,
,,1049,0.2746095359325409,3,,,,,,,,,,,,,,,,,,
,,1099,0.5577879548072815,3,,,,,,,,,,,,,,,,,,
,,1149,2.4108381271362305,3,,,,,,,,,,,,,,,,,,
,,1199,0.5857773423194885,3,,,,,,,,,,,,,,,,,,
,,1249,0.3328016698360443,3,,,,,,,,,,,,,,,,,,
,,1251,,3,0.3180495798587799,0.9270645380020142,nan,0.9319999814033508,0.641611635684967,0.6007428765296936,,,,,,,,,,,,
,,1251,,3,,,,,,,0.8788335919380188,0.5151516199111938,0.8748000264167786,0.5432174801826477,0.5178384184837341,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1252,,,,,,,,,,,,,,,,,,,,
,,1299,0.46727254986763,4,,,,,,,,,,,,,,,,,,
,,1349,0.9216603636741638,4,,,,,,,,,,,,,,,,,,
,,1399,0.23734022676944733,4,,,,,,,,,,,,,,,,,,
,,1449,1.5604848861694336,4,,,,,,,,,,,,,,,,,,
,,1499,0.27123573422431946,4,,,,,,,,,,,,,,,,,,
,,1549,1.297504186630249,4,,,,,,,,,,,,,,,,,,
,,1564,,4,0.27250581979751587,0.8736109733581543,nan,0.9459999799728394,0.6498889923095703,0.6376527547836304,,,,,,,,,,,,
,,1564,,4,,,,,,,0.9156991243362427,0.5286405086517334,0.8744000196456909,0.5641345381736755,0.5274571180343628,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1565,,,,,,,,,,,,,,,,,,,,
,,1599,1.5776751041412354,5,,,,,,,,,,,,,,,,,,
,,1649,0.4822376072406769,5,,,,,,,,,,,,,,,,,,
,,1699,0.20197929441928864,5,,,,,,,,,,,,,,,,,,
,,1749,0.16456806659698486,5,,,,,,,,,,,,,,,,,,
,,1799,0.7777799963951111,5,,,,,,,,,,,,,,,,,,
,,1849,0.4298276901245117,5,,,,,,,,,,,,,,,,,,
,,1877,,5,0.2740359604358673,0.8712448477745056,nan,0.9459999799728394,0.659285306930542,0.6423236131668091,,,,,,,,,,,,
