lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/auprc,val/acc,val/w_acc,val/av_prec,val/av_f1,epoch,train/auroc,train/auprc,train/acc,train/w_acc,train/av_prec,train/av_f1,train/loss,test/loss,test/auroc,test/auprc,test/acc,test/w_acc,test/av_prec,test/av_f1,test/bacc
0.001,0.001,0,,,,,,,,,,,,,,,,,,,,,,,
,,12,0.692206621170044,0.5997433066368103,0.587393581867218,0.5025041699409485,0.5025041699409485,0.6506286859512329,0.3403278887271881,0,,,,,,,,,,,,,,,
,,12,,,,,,,,0,0.5048125982284546,0.4921805262565613,0.5,0.49953749775886536,0.4995211064815521,0.49544641375541687,,,,,,,,,
0.001,0.001,13,,,,,,,,,,,,,,,,,,,,,,,
,,25,0.6902926564216614,0.657167911529541,0.6458539366722107,0.5008347034454346,0.5008347034454346,0.750208854675293,0.33518558740615845,1,,,,,,,,,,,,,,,
,,25,,,,,,,,1,0.5202188491821289,0.5106691122055054,0.5087500214576721,0.5083450675010681,0.5083791613578796,0.5080112218856812,,,,,,,,,
0.001,0.001,26,,,,,,,,,,,,,,,,,,,,,,,
,,38,0.6812244057655334,0.6776987314224243,0.6642130613327026,0.6227045059204102,0.6227045059204102,0.6361123323440552,0.6131784915924072,2,,,,,,,,,,,,,,,
,,38,,,,,,,,2,0.5579222440719604,0.5387011170387268,0.5249999761581421,0.5255095362663269,0.5305888652801514,0.5046891570091248,,,,,,,,,
0.001,0.001,39,,,,,,,,,,,,,,,,,,,,,,,
,,49,,,,,,,,3,,,,,,,0.670701265335083,,,,,,,,
,,51,0.6620032787322998,0.7056279182434082,0.6885485649108887,0.6510851383209229,0.6510851383209229,0.6548997759819031,0.6489236950874329,3,,,,,,,,,,,,,,,
,,51,,,,,,,,3,0.6625603437423706,0.6367864608764648,0.612500011920929,0.6127913594245911,0.6192360520362854,0.6073065996170044,,,,,,,,,
0.001,0.001,52,,,,,,,,,,,,,,,,,,,,,,,
,,64,0.6228563189506531,0.7337549328804016,0.7139793038368225,0.6585976481437683,0.6585977077484131,0.6684696674346924,0.6535219550132751,4,,,,,,,,,,,,,,,
,,64,,,,,,,,4,0.6921170353889465,0.694865345954895,0.6387500166893005,0.6356595158576965,0.6397485733032227,0.6346253156661987,,,,,,,,,
0.001,0.001,65,,,,,,,,,,,,,,,,,,,,,,,
,,77,0.6834964156150818,0.7659315466880798,0.7436116933822632,0.6193656325340271,0.6193656325340271,0.70264732837677,0.5757803320884705,5,,,,,,,,,,,,,,,
,,77,,,,,,,,5,0.7488653063774109,0.7230792045593262,0.6862499713897705,0.6834361553192139,0.6856673955917358,0.6837590932846069,,,,,,,,,
0.001,0.001,78,,,,,,,,,,,,,,,,,,,,,,,
,,90,0.6213492751121521,0.7826148867607117,0.7635003924369812,0.6752921342849731,0.6752921342849731,0.7195748090744019,0.658051609992981,6,,,,,,,,,,,,,,,
,,90,,,,,,,,6,0.7302688956260681,0.6974978446960449,0.6787499785423279,0.6779549717903137,0.6787834763526917,0.6779847145080566,,,,,,,,,
0.001,0.001,91,,,,,,,,,,,,,,,,,,,,,,,
,,99,,,,,,,,7,,,,,,,0.5872880220413208,,,,,,,,
,,103,0.5840343832969666,0.7770770192146301,0.753563404083252,0.7070116996765137,0.7070116996765137,0.7155176401138306,0.7040920257568359,7,,,,,,,,,,,,,,,
,,103,,,,,,,,7,0.7453873157501221,0.6931415796279907,0.6787499785423279,0.680484414100647,0.6819356679916382,0.6784359812736511,,,,,,,,,
0.001,0.001,104,,,,,,,,,,,,,,,,,,,,,,,
,,116,0.5707638263702393,0.7902318835258484,0.7698202729225159,0.7203672528266907,0.7203673124313354,0.7217323780059814,0.7199362516403198,8,,,,,,,,,,,,,,,
,,116,,,,,,,,8,0.7818344831466675,0.7386767864227295,0.7049999833106995,0.7017900943756104,0.7041269540786743,0.7023134231567383,,,,,,,,,
0.001,0.001,117,,,,,,,,,,,,,,,,,,,,,,,
,,129,0.5887494087219238,0.7900980710983276,0.771512508392334,0.7145242094993591,0.7145242094993591,0.7151381969451904,0.7143204212188721,9,,,,,,,,,,,,,,,
,,129,,,,,,,,9,0.814603328704834,0.8197818398475647,0.7212499976158142,0.7201522588729858,0.7209614515304565,0.7203651666641235,,,,,,,,,
0.001,0.001,130,,,,,,,,,,,,,,,,,,,,,,,
,,142,0.5793212056159973,0.7877040505409241,0.767960786819458,0.7220367193222046,0.7220367193222046,0.7221760749816895,0.7219931483268738,10,,,,,,,,,,,,,,,
,,142,,,,,,,,10,0.8031263947486877,0.8057457208633423,0.7012500166893005,0.7009050250053406,0.7027233242988586,0.7004632949829102,,,,,,,,,
0.001,0.001,143,,,,,,,,,,,,,,,,,,,,,,,
,,149,,,,,,,,11,,,,,,,0.5113726854324341,,,,,,,,
,,155,0.5990356206893921,0.7818010449409485,0.7593631744384766,0.7170283794403076,0.7170283794403076,0.7223891019821167,0.7153127789497375,11,,,,,,,,,,,,,,,
,,155,,,,,,,,11,0.8184477686882019,0.8015273809432983,0.75,0.7436005473136902,0.7551206946372986,0.7446308135986328,,,,,,,,,
0.0001,0.0001,156,,,,,,,,,,,,,,,,,,,,,,,
,,168,0.6036025881767273,0.7832112908363342,0.7607834339141846,0.7145242094993591,0.7145242094993591,0.7231853604316711,0.711727499961853,12,,,,,,,,,,,,,,,
,,168,,,,,,,,12,0.8196653723716736,0.8266021013259888,0.7462499737739563,0.745723307132721,0.7465882301330566,0.7458175420761108,,,,,,,,,
0.0001,0.0001,169,,,,,,,,,,,,,,,,,,,,,,,
,,181,0.6063089966773987,0.7849030494689941,0.7629368305206299,0.7128547430038452,0.7128547430038452,0.722709059715271,0.7096428871154785,13,,,,,,,,,,,,,,,
,,181,,,,,,,,13,0.8434302806854248,0.8282752633094788,0.7587500214576721,0.7587891221046448,0.7590206265449524,0.758704423904419,,,,,,,,,
0.0001,0.0001,182,,,,,,,,,,,,,,,,,,,,,,,
,,194,0.5995296835899353,0.7850702404975891,0.7635332942008972,0.7237061858177185,0.7237061858177185,0.7276662588119507,0.7224994897842407,14,,,,,,,,,,,,,,,
,,194,,,,,,,,14,0.8323583602905273,0.8405286073684692,0.7612500190734863,0.7596114873886108,0.7597177028656006,0.7596634030342102,,,,,,,,,
0.0001,0.0001,195,,,,,,,,,,,,,,,,,,,,,,,
,,199,,,,,,,,15,,,,,,,0.4717748761177063,,,,,,,,
,,207,0.6088743805885315,0.7862547636032104,0.765097439289093,0.7145242094993591,0.7145242094993591,0.7238083481788635,0.7115325927734375,15,,,,,,,,,,,,,,,
,,207,,,,,,,,15,0.8427191972732544,0.8309258222579956,0.7512500286102295,0.7506954073905945,0.752938985824585,0.7505292892456055,,,,,,,,,
0.0001,0.0001,208,,,,,,,,,,,,,,,,,,,,,,,
,,220,0.6064462065696716,0.7874448299407959,0.7671034932136536,0.7153589129447937,0.7153589129447937,0.7233059406280518,0.7128037214279175,16,,,,,,,,,,,,,,,
,,220,,,,,,,,16,0.82491135597229,0.8155467510223389,0.7412499785423279,0.7401942014694214,0.7419724464416504,0.7403538227081299,,,,,,,,,
0.0001,0.0001,221,,,,,,,,,,,,,,,,,,,,,,,
,,233,0.6025875210762024,0.7865362763404846,0.7660741806030273,0.726210355758667,0.726210355758667,0.7309713959693909,0.7247921228408813,17,,,,,,,,,,,,,,,
,,233,,,,,,,,17,0.8348494172096252,0.8197158575057983,0.7587500214576721,0.7589605450630188,0.7589395046234131,0.7587496042251587,,,,,,,,,
0.0001,0.0001,234,,,,,,,,,,,,,,,,,,,,,,,
,,246,0.6125851273536682,0.7867676019668579,0.7660980224609375,0.7128547430038452,0.7128547430038452,0.723039448261261,0.7095389366149902,18,,,,,,,,,,,,,,,
