val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc,test/bacc
2.261909246444702,0.10000000149011612,0,5,,,,,,,
,,0,5,0.13872727751731873,,,,,,
2.2573931217193604,0.13760000467300415,1,11,,,,,,,
,,1,11,0.1016363650560379,,,,,,
2.079833507537842,0.18400000035762787,2,17,,,,,,,
,,2,17,0.12163636088371277,,,,,,
2.222501516342163,0.18639999628067017,3,23,,,,,,,
,,3,23,0.1512727290391922,,,,,,
2.5351903438568115,0.12559999525547028,4,29,,,,,,,
,,4,29,0.13927273452281952,,,,,,
2.764218807220459,0.19040000438690186,5,35,,,,,,,
,,5,35,0.1945454478263855,,,,,,
2.8074989318847656,0.17440000176429749,6,41,,,,,,,
,,6,41,0.1738181859254837,,,,,,
3.23294734954834,0.1615999937057495,7,47,,,,,,,
,,7,47,0.19963636994361877,,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,,
,,8,49,,,,2.2895846366882324,,,
4.402425765991211,0.1648000031709671,8,53,,,,,,,
,,8,53,0.17854546010494232,,,,,,
42.19430923461914,0.1080000028014183,9,59,,,,,,,
,,9,59,0.15981818735599518,,,,,,
197.4532470703125,0.10000000149011612,10,65,,,,,,,
,,10,65,0.21109090745449066,,,,,,
6.460720539093018,0.09920000284910202,11,71,,,,,,,
,,11,71,0.17218181490898132,,,,,,
3.7474780082702637,0.1687999963760376,12,77,,,,,,,
,,12,77,0.19472727179527283,,,,,,
2.288224697113037,0.18320000171661377,13,83,,,,,,,
,,13,83,0.19927272200584412,,,,,,
9.781412124633789,0.12720000743865967,14,89,,,,,,,
,,14,89,0.1940000057220459,,,,,,
2.968447208404541,0.20239999890327454,15,95,,,,,,,
,,15,95,0.19090908765792847,,,,,,
,,,99,,0.09971150308006689,0.09971150308006689,,,,
,,16,99,,,,2.013984203338623,,,
2.4094581604003906,0.23919999599456787,16,101,,,,,,,
,,16,101,0.25036364793777466,,,,,,
1.9422112703323364,0.2808000147342682,17,107,,,,,,,
,,17,107,0.2412727326154709,,,,,,
1.9868820905685425,0.2671999931335449,18,113,,,,,,,
,,18,113,0.22709091007709503,,,,,,
2.0079805850982666,0.2727999985218048,19,119,,,,,,,
,,19,119,0.2361818253993988,,,,,,
1.9574259519577026,0.2703999876976013,20,125,,,,,,,
,,20,125,0.26600000262260437,,,,,,
1.836287260055542,0.30320000648498535,21,131,,,,,,,
,,21,131,0.28218182921409607,,,,,,
1.8096843957901,0.30079999566078186,22,137,,,,,,,
,,22,137,0.2758181691169739,,,,,,
1.8062790632247925,0.3176000118255615,23,143,,,,,,,
,,23,143,0.2845454514026642,,,,,,
,,,149,,0.09850365444235881,0.09850365444235881,,,,
,,24,149,,,,1.7884920835494995,,,
2.3745434284210205,0.24639999866485596,24,149,,,,,,,
,,24,149,0.27981817722320557,,,,,,
1.9887558221817017,0.29840001463890076,25,155,,,,,,,
,,25,155,0.29636362195014954,,,,,,
2.1613519191741943,0.25679999589920044,26,161,,,,,,,
,,26,161,0.28381818532943726,,,,,,
1.867139458656311,0.31360000371932983,27,167,,,,,,,
,,27,167,0.3078181743621826,,,,,,
1.8833117485046387,0.3352000117301941,28,173,,,,,,,
,,28,173,0.2656363546848297,,,,,,
1.7391363382339478,0.36079999804496765,29,179,,,,,,,
,,29,179,0.3596363663673401,,,,,,
1.8202767372131348,0.3407999873161316,30,185,,,,,,,
,,30,185,0.3221818208694458,,,,,,
2.854240894317627,0.17919999361038208,31,191,,,,,,,
,,31,191,0.2627272605895996,,,,,,
2.3702585697174072,0.24079999327659607,32,197,,,,,,,
,,32,197,0.25090909004211426,,,,,,
,,,199,,0.09637637874149779,0.09637637874149779,,,,
,,33,199,,,,2.016427755355835,,,
1.9291527271270752,0.3287999927997589,33,203,,,,,,,
,,33,203,0.27036362886428833,,,,,,
1.9332994222640991,0.2800000011920929,34,209,,,,,,,
,,34,209,0.2876363694667816,,,,,,
1.9286696910858154,0.30399999022483826,35,215,,,,,,,
,,35,215,0.2881818115711212,,,,,,
1.8188464641571045,0.35519999265670776,36,221,,,,,,,
,,36,221,0.3007272779941559,,,,,,
1.8423995971679688,0.3208000063896179,37,227,,,,,,,
,,37,227,0.31254544854164124,,,,,,
2.342003345489502,0.2935999929904938,38,233,,,,,,,
,,38,233,0.3145454525947571,,,,,,
1.8478658199310303,0.3287999927997589,39,239,,,,,,,
,,39,239,0.30909091234207153,,,,,,
2.04004168510437,0.3192000091075897,40,245,,,,,,,
,,40,245,0.3130909204483032,,,,,,
,,,249,,0.09337000025557476,0.09337000025557476,,,,
,,41,249,,,,1.8533190488815308,,,
1.7727646827697754,0.35440000891685486,41,251,,,,,,,
,,41,251,0.29236364364624023,,,,,,
1.9174336194992065,0.29600000381469727,42,257,,,,,,,
,,42,257,0.34727272391319275,,,,,,
1.7905710935592651,0.3160000145435333,43,263,,,,,,,
,,43,263,0.3176363706588745,,,,,,
1.7662062644958496,0.3440000116825104,44,269,,,,,,,
,,44,269,0.32927271723747253,,,,,,
1.7394767999649048,0.3440000116825104,45,275,,,,,,,
,,45,275,0.32127273082733154,,,,,,
1.7862199544906616,0.36880001425743103,46,281,,,,,,,
,,46,281,0.3465454578399658,,,,,,
1.8953609466552734,0.3224000036716461,47,287,,,,,,,
,,47,287,0.3776363730430603,,,,,,
1.7190394401550293,0.37279999256134033,48,293,,,,,,,
,,48,293,0.3494545519351959,,,,,,
,,,299,,0.08954150738626414,0.08954150738626414,,,,
,,49,299,,,,1.8067222833633423,,,
1.795632243156433,0.3440000116825104,49,299,,,,,,,
,,49,299,0.3678181767463684,,,,,,
1.9495675563812256,0.3160000145435333,50,305,,,,,,,
,,50,305,0.37272727489471436,,,,,,
1.721495270729065,0.36719998717308044,51,311,,,,,,,
,,51,311,0.3596363663673401,,,,,,
1.8070625066757202,0.37279999256134033,52,317,,,,,,,
,,52,317,0.3869090974330902,,,,,,
1.695924997329712,0.3799999952316284,53,323,,,,,,,
,,53,323,0.3845454454421997,,,,,,
1.6542460918426514,0.4047999978065491,54,329,,,,,,,
,,54,329,0.3545454442501068,,,,,,
1.9295355081558228,0.3407999873161316,55,335,,,,,,,
,,55,335,0.35709092020988464,,,,,,
1.6984747648239136,0.36160001158714294,56,341,,,,,,,
,,56,341,0.37781816720962524,,,,,,
1.687714695930481,0.3856000006198883,57,347,,,,,,,
,,57,347,0.38781818747520447,,,,,,
,,,349,,0.0849634723963284,0.0849634723963284,,,,
,,58,349,,,,1.7026258707046509,,,
1.842924952507019,0.3391999900341034,58,353,,,,,,,
,,58,353,0.37599998712539673,,,,,,
1.6338285207748413,0.4007999897003174,59,359,,,,,,,
,,59,359,0.4000000059604645,,,,,,
1.8880997896194458,0.3199999928474426,60,365,,,,,,,
,,60,365,0.4190908968448639,,,,,,
1.6945929527282715,0.3887999951839447,61,371,,,,,,,
,,61,371,0.39054545760154724,,,,,,
1.8694902658462524,0.35280001163482666,62,377,,,,,,,
,,62,377,0.42709091305732727,,,,,,
1.8993287086486816,0.36559998989105225,63,383,,,,,,,
,,63,383,0.38781818747520447,,,,,,
2.028799295425415,0.3328000009059906,64,389,,,,,,,
,,64,389,0.41036364436149597,,,,,,
1.8802692890167236,0.3440000116825104,65,395,,,,,,,
,,65,395,0.4138181805610657,,,,,,
,,,399,,0.07972267574208991,0.07972267574208991,,,,
,,66,399,,,,1.6900912523269653,,,
1.7759462594985962,0.35519999265670776,66,401,,,,,,,
,,66,401,0.38836362957954407,,,,,,
2.1698851585388184,0.2815999984741211,67,407,,,,,,,
,,67,407,0.37836363911628723,,,,,,
1.7831023931503296,0.35679998993873596,68,413,,,,,,,
,,68,413,0.3598181903362274,,,,,,
1.8771418333053589,0.35600000619888306,69,419,,,,,,,
,,69,419,0.42290908098220825,,,,,,
1.8623600006103516,0.35519999265670776,70,425,,,,,,,
,,70,425,0.36581817269325256,,,,,,
1.5564360618591309,0.42399999499320984,71,431,,,,,,,
,,71,431,0.4190908968448639,,,,,,
1.7381151914596558,0.3799999952316284,72,437,,,,,,,
,,72,437,0.42072728276252747,,,,,,
1.8799124956130981,0.36880001425743103,73,443,,,,,,,
,,73,443,0.4490908980369568,,,,,,
,,,449,,0.07391846107779047,0.07391846107779047,,,,
,,74,449,,,,1.603068470954895,,,
11.981063842773438,0.14880000054836273,74,449,,,,,,,
,,74,449,0.3936363756656647,,,,,,
3.0474355220794678,0.2632000148296356,75,455,,,,,,,
,,75,455,0.4087272584438324,,,,,,
1.9726449251174927,0.3456000089645386,76,461,,,,,,,
,,76,461,0.401272714138031,,,,,,
2.2996721267700195,0.29600000381469727,77,467,,,,,,,
,,77,467,0.44018182158470154,,,,,,
2.000391721725464,0.36880001425743103,78,473,,,,,,,
,,78,473,0.41036364436149597,,,,,,
1.5164544582366943,0.4480000138282776,79,479,,,,,,,
,,79,479,0.46218180656433105,,,,,,
1.9929542541503906,0.3864000141620636,80,485,,,,,,,
,,80,485,0.43163636326789856,,,,,,
1.61809504032135,0.3984000086784363,81,491,,,,,,,
,,81,491,0.4618181884288788,,,,,,
1.6996675729751587,0.42719998955726624,82,497,,,,,,,
,,82,497,0.4301818311214447,,,,,,
,,,499,,0.0676608521140981,0.0676608521140981,,,,
,,83,499,,,,1.5636600255966187,,,
1.9665716886520386,0.36160001158714294,83,503,,,,,,,
,,83,503,0.45072728395462036,,,,,,
1.6835640668869019,0.4440000057220459,84,509,,,,,,,
,,84,509,0.46963635087013245,,,,,,
1.6250321865081787,0.42640000581741333,85,515,,,,,,,
,,85,515,0.4339999854564667,,,,,,
2.1698970794677734,0.37599998712539673,86,521,,,,,,,
,,86,521,0.44200000166893005,,,,,,
1.8529773950576782,0.40400001406669617,87,527,,,,,,,
,,87,527,0.44018182158470154,,,,,,
1.6320292949676514,0.4440000057220459,88,533,,,,,,,
,,88,533,0.4681818187236786,,,,,,
2.2618985176086426,0.35359999537467957,89,539,,,,,,,
,,89,539,0.46454545855522156,,,,,,
1.4793353080749512,0.4832000136375427,90,545,,,,,,,
,,90,545,0.47381818294525146,,,,,,
,,,549,,0.06106846702727173,0.06106846702727173,,,,
,,91,549,,,,1.659651517868042,,,
2.0899710655212402,0.3776000142097473,91,551,,,,,,,
,,91,551,0.49399998784065247,,,,,,
2.311420440673828,0.3375999927520752,92,557,,,,,,,
,,92,557,0.45981818437576294,,,,,,
1.7201744318008423,0.4327999949455261,93,563,,,,,,,
,,93,563,0.4965454638004303,,,,,,
1.5407536029815674,0.459199994802475,94,569,,,,,,,
,,94,569,0.5069090723991394,,,,,,
2.1295604705810547,0.35040000081062317,95,575,,,,,,,
,,95,575,0.4434545338153839,,,,,,
1.538590431213379,0.48080000281333923,96,581,,,,,,,
,,96,581,0.49981817603111267,,,,,,
1.691268801689148,0.46239998936653137,97,587,,,,,,,
,,97,587,0.49690908193588257,,,,,,
2.436157464981079,0.36079999804496765,98,593,,,,,,,
,,98,593,0.5156363844871521,,,,,,
,,,599,,0.05426626995309123,0.05426626995309123,,,,
,,99,599,,,,1.3980374336242676,,,
1.8537437915802002,0.451200008392334,99,599,,,,,,,
,,99,599,0.5163636207580566,,,,,,
1.7584582567214966,0.46560001373291016,100,605,,,,,,,
,,100,605,0.5099999904632568,,,,,,
1.6450467109680176,0.47119998931884766,101,611,,,,,,,
,,101,611,0.5161818265914917,,,,,,
