iteration,train_time_s,query_time_s,eig_time_s
0,22.0566,3.4901,
1,22.7994,3.4704,
2,23.7556,3.438,
3,24.2995,3.417,
4,24.7873,3.462,
5,26.0013,3.3979,
6,26.0931,3.418,
7,27.0776,3.4075,
8,28.3456,3.4219,
9,28.6432,3.4433,
