lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,epoch,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,
,,1,1.632063627243042,0.3734341561794281,nan,0.02800000086426735,0.15684211254119873,0.016148818656802177,0,,,,,,,,,,,,
,,1,,,,,,,0,0.2828333377838135,nan,0.20000000298023224,nan,0.07999999821186066,,,,,,,
0.0001442986898059786,0.0001442986898059786,2,,,,,,,,,,,,,,,,,,,
,,3,1.6042101383209229,0.5609422922134399,nan,0.5839999914169312,0.20984140038490295,0.16571033000946045,1,,,,,,,,,,,,
,,3,,,,,,,1,0.4859999716281891,nan,0.699999988079071,nan,nan,,,,,,,
0.0001442986898059786,0.0001442986898059786,4,,,,,,,,,,,,,,,,,,,
,,5,1.5687255859375,0.5507299304008484,nan,0.5839999914169312,0.20000000298023224,0.1474747359752655,2,,,,,,,,,,,,
,,5,,,,,,,2,0.5680000185966492,nan,0.699999988079071,nan,nan,,,,,,,
0.0001442986898059786,0.0001442986898059786,6,,,,,,,,,,,,,,,,,,,
,,7,1.5299303531646729,0.5085853338241577,nan,0.5839999914169312,0.20000000298023224,0.1474747359752655,3,,,,,,,,,,,,
,,7,,,,,,,3,0.5759999752044678,nan,0.8999999761581421,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,8,,,,,,,,,,,,,,,,,,,
,,9,1.4881447553634644,0.6047497987747192,nan,0.6019999980926514,0.2101694792509079,0.16888317465782166,4,,,,,,,,,,,,
,,9,,,,,,,4,0.5875000357627869,nan,0.800000011920929,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,10,,,,,,,,,,,,,,,,,,,
,,11,1.4512490034103394,0.6202945709228516,nan,0.8579999804496765,0.3556922972202301,0.34893545508384705,5,,,,,,,,,,,,
,,11,,,,,,,5,0.6000000238418579,nan,0.699999988079071,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,12,,,,,,,,,,,,,,,,,,,
,,13,1.4143632650375366,0.6318035125732422,nan,0.8220000267028809,0.3495936989784241,0.33578523993492126,6,,,,,,,,,,,,
,,13,,,,,,,6,0.5715000033378601,nan,0.8999999761581421,nan,nan,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,14,,,,,,,,,,,,,,,,,,,
,,15,1.3811489343643188,0.6392462849617004,nan,0.7919999957084656,0.3402097225189209,0.3240848183631897,7,,,,,,,,,,,,
,,15,,,,,,,7,0.6000000238418579,nan,1.0,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,16,,,,,,,,,,,,,,,,,,,
,,17,1.349411964416504,0.6435354351997375,nan,0.7620000243186951,0.329935759305954,0.31233498454093933,8,,,,,,,,,,,,
,,17,,,,,,,8,0.5509999990463257,nan,0.800000011920929,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,18,,,,,,,,,,,,,,,,,,,
,,19,1.3205251693725586,0.651106059551239,nan,0.7879999876022339,0.3388398587703705,0.3231193423271179,9,,,,,,,,,,,,
,,19,,,,,,,9,0.5795000195503235,nan,0.8999999761581421,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,20,,,,,,,,,,,,,,,,,,,
,,21,1.2898492813110352,0.6627525091171265,nan,0.8240000009536743,0.3511686325073242,0.33867892622947693,10,,,,,,,,,,,,
,,21,,,,,,,10,0.5059047937393188,nan,0.800000011920929,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,22,,,,,,,,,,,,,,,,,,,
,,23,1.2582436800003052,0.6682230830192566,nan,0.8240000009536743,0.36101001501083374,0.3530208170413971,11,,,,,,,,,,,,
,,23,,,,,,,11,0.5680000185966492,nan,0.8999999761581421,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,24,,,,,,,,,,,,,,,,,,,
,,25,1.2315634489059448,0.6807048320770264,nan,0.8619999885559082,0.4026578366756439,0.39552927017211914,12,,,,,,,,,,,,
,,25,,,,,,,12,0.5350000262260437,nan,0.8999999761581421,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,26,,,,,,,,,,,,,,,,,,,
,,27,1.199825406074524,0.6789821982383728,nan,0.8619999885559082,0.41249924898147583,0.4029775559902191,13,,,,,,,,,,,,
,,27,,,,,,,13,0.6000000238418579,nan,1.0,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,28,,,,,,,,,,,,,,,,,,,
,,29,1.171990156173706,0.6904229521751404,nan,0.8759999871253967,0.42669010162353516,0.4137871265411377,14,,,,,,,,,,,,
,,29,,,,,,,14,0.4643809497356415,nan,0.6000000238418579,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,30,,,,,,,,,,,,,,,,,,,
,,31,1.1458946466445923,0.6913778185844421,nan,0.8740000128746033,0.42600518465042114,0.4117318093776703,15,,,,,,,,,,,,
,,31,,,,,,,15,0.5715000033378601,nan,0.8999999761581421,nan,nan,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,32,,,,,,,,,,,,,,,,,,,
,,33,1.1247345209121704,0.6949966549873352,nan,0.8759999871253967,0.42669010162353516,0.411226361989975,16,,,,,,,,,,,,
,,33,,,,,,,16,0.6000000238418579,nan,1.0,nan,nan,,,,,,,
,,34,,,,,,,17,,,,,,nan,0.6979290843009949,nan,0.8830000162124634,0.4167347848415375,0.4118548035621643,0.4167347550392151
