iteration,train_time_s,query_time_s,eig_time_s
0,21.5989,89.7352,83.921
1,23.1933,144.9516,138.7823
2,23.7339,205.8038,199.5969
3,24.9226,256.5506,250.3738
4,25.1597,317.4813,311.0587
5,26.2214,401.6152,395.3222
6,26.6016,461.5318,455.3345
7,27.6436,522.2548,515.9328
8,28.8876,584.8717,578.5749
9,29.3279,665.3764,659.0186
