iteration,train_time_s,query_time_s,eig_time_s
0,44.0338,170.8088,158.2252
1,46.5588,335.3697,322.3186
2,55.0587,346.1884,333.553
3,45.6323,499.3099,486.1328
4,47.2763,510.1203,497.7973
5,48.5675,671.1662,656.0197
6,48.4381,674.4632,661.5596
7,46.6443,676.2696,664.3956
8,54.1899,753.6185,741.3221
9,43.2082,787.7535,775.5878
