iteration,train_time_s,query_time_s,eig_time_s
0,26.2232,5.2727,
1,27.6011,5.2648,
2,28.1971,5.2652,
3,29.7647,5.3354,
4,30.1965,5.2593,
5,31.3626,5.2586,
6,31.7161,5.2896,
7,33.0542,5.1548,
8,34.1843,5.2668,
9,35.163,5.2524,
