val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc,test/bacc
2.3147807121276855,0.08799999952316284,0,5,,,,,,,
,,0,5,0.08272727578878403,,,,,,
2.291940450668335,0.1120000034570694,1,11,,,,,,,
,,1,11,0.14454545080661774,,,,,,
2.7345528602600098,0.14000000059604645,2,17,,,,,,,
,,2,17,0.18636363744735718,,,,,,
3.5056300163269043,0.19200000166893005,3,23,,,,,,,
,,3,23,0.2425454556941986,,,,,,
4.283812522888184,0.18000000715255737,4,29,,,,,,,
,,4,29,0.26600000262260437,,,,,,
5.110728740692139,0.19200000166893005,5,35,,,,,,,
,,5,35,0.29890909790992737,,,,,,
8.575020790100098,0.1720000058412552,6,41,,,,,,,
,,6,41,0.29945454001426697,,,,,,
3.2645277976989746,0.20800000429153442,7,47,,,,,,,
,,7,47,0.30909091234207153,,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,,
,,8,49,,,,2.343278408050537,,,
9.236591339111328,0.1720000058412552,8,53,,,,,,,
,,8,53,0.28036364912986755,,,,,,
12.277875900268555,0.1080000028014183,9,59,,,,,,,
,,9,59,0.27454546093940735,,,,,,
,,10,60,,,,,2.9724538326263428,0.2011999934911728,0.20120000839233398
