iteration,train_time_s,query_time_s,eig_time_s
0,48.2834,12.8193,
1,45.5871,13.1354,
2,48.1987,12.622,
3,50.2207,13.469,
4,50.4051,13.1238,
5,49.4065,14.3198,
6,52.1668,14.3056,
7,50.0669,12.8297,
8,55.1224,13.3045,
9,53.1968,14.8632,
