iteration,train_time_s,query_time_s,eig_time_s
0,21.8361,93.6855,
1,23.6064,148.2138,
2,24.1839,206.3776,
3,25.0587,258.9866,
4,25.4866,313.6328,
5,26.6007,396.4921,
6,27.1441,457.1432,
7,28.1077,517.2294,
8,29.087,579.2792,
9,29.824,650.1039,
