iteration,train_time_s,query_time_s,eig_time_s
0,48.5932,10.3303,
1,51.2547,10.2345,
2,48.9013,10.4003,
3,50.6843,10.4158,
4,51.8156,10.4527,
5,52.8786,10.7153,
6,51.1085,10.3561,
7,50.2669,10.4394,
8,50.9662,9.8891,
9,48.2788,10.532,
