lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.37347444891929626,0,,,,,,
,,49,,0,0.7226707339286804,0.7599999904632568,,,,
,,49,,0,,,0.7699999809265137,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.10627155750989914,1,,,,,,
,,99,,1,0.6933316588401794,0.7799999713897705,,,,
,,99,,1,,,0.9300000071525574,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.5258525013923645,2,,,,,,
,,149,,2,0.808634877204895,0.7200000286102295,,,,
,,149,,2,,,0.9350000023841858,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.3958996534347534,3,,,,,,
,,199,,3,0.644848108291626,0.800000011920929,,,,
,,199,,3,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.0874236673116684,4,,,,,,
,,249,,4,0.6099981665611267,0.800000011920929,,,,
,,249,,4,,,0.9474999904632568,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.11607545614242554,5,,,,,,
,,299,,5,0.5991985201835632,0.800000011920929,,,,
,,299,,5,,,0.9424999952316284,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.04992810636758804,6,,,,,,
,,349,,6,0.5848766565322876,0.800000011920929,,,,
,,349,,6,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.032629307359457016,7,,,,,,
,,399,,7,0.5855206847190857,0.800000011920929,,,,
,,399,,7,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.4341985881328583,8,,,,,,
,,449,,8,0.5963064432144165,0.800000011920929,,,,
,,449,,8,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.24225406348705292,9,,,,,,
,,499,,9,0.5858432650566101,0.800000011920929,,,,
,,499,,9,,,0.9474999904632568,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.45471733808517456,10,,,,,,
,,549,,10,0.5852000713348389,0.800000011920929,,,,
,,549,,10,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.04322318732738495,11,,,,,,
,,599,,11,0.5823925137519836,0.800000011920929,,,,
,,599,,11,,,0.9449999928474426,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.07352039217948914,12,,,,,,
,,649,,12,0.58284592628479,0.800000011920929,,,,
,,649,,12,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.31926512718200684,13,,,,,,
,,699,,13,0.588019847869873,0.800000011920929,,,,
,,699,,13,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.05157860368490219,14,,,,,,
,,749,,14,0.5860264897346497,0.800000011920929,,,,
,,749,,14,,,0.9449999928474426,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.07970854640007019,15,,,,,,
,,799,,15,0.5839297771453857,0.800000011920929,,,,
,,799,,15,,,0.9449999928474426,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.03256935626268387,16,,,,,,
,,849,,16,0.5837023258209229,0.800000011920929,,,,
,,849,,16,,,0.9449999928474426,,,
,,850,,17,,,,0.26568788290023804,0.9251111149787903,0.3940020203590393
