iteration,train_time_s,query_time_s,eig_time_s
0,35.8703,5.0227,
1,45.1176,4.9029,
2,40.433,5.2689,
3,44.6927,5.2981,
4,43.6972,5.3051,
5,54.2348,5.1817,
6,48.8052,5.3945,
7,55.9489,5.4071,
8,63.3807,5.4927,
9,55.1427,5.1143,
