lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.4239657521247864,0,,,,,,
,,49,,0,0.46806588768959045,0.875,,,,
,,49,,0,,,0.8650000095367432,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.13389238715171814,1,,,,,,
,,99,,1,0.40574911236763,0.875,,,,
,,99,,1,,,0.9300000071525574,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.07763084769248962,2,,,,,,
,,149,,2,0.3036032021045685,0.8928571343421936,,,,
,,149,,2,,,0.9275000095367432,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.0532420352101326,3,,,,,,
,,199,,3,0.3635593354701996,0.875,,,,
,,199,,3,,,0.925000011920929,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.08078107237815857,4,,,,,,
,,249,,4,0.35822179913520813,0.875,,,,
,,249,,4,,,0.9300000071525574,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.4997405409812927,5,,,,,,
,,299,,5,0.32488203048706055,0.8928571343421936,,,,
,,299,,5,,,0.9325000047683716,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.03874026611447334,6,,,,,,
,,349,,6,0.3267064690589905,0.875,,,,
,,349,,6,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.03449604660272598,7,,,,,,
,,399,,7,0.2927094101905823,0.8928571343421936,,,,
,,399,,7,,,0.9350000023841858,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.07398077845573425,8,,,,,,
,,449,,8,0.316537469625473,0.875,,,,
,,449,,8,,,0.9325000047683716,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.034427084028720856,9,,,,,,
,,499,,9,0.2876470685005188,0.8928571343421936,,,,
,,499,,9,,,0.9375,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.037722401320934296,10,,,,,,
,,549,,10,0.2959022521972656,0.8928571343421936,,,,
,,549,,10,,,0.9275000095367432,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.14133396744728088,11,,,,,,
,,599,,11,0.28319522738456726,0.8928571343421936,,,,
,,599,,11,,,0.9375,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.10310576856136322,12,,,,,,
,,649,,12,0.2773880362510681,0.8928571343421936,,,,
,,649,,12,,,0.9399999976158142,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.06960179656744003,13,,,,,,
,,699,,13,0.2874237596988678,0.8928571343421936,,,,
,,699,,13,,,0.9350000023841858,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.06528757512569427,14,,,,,,
,,749,,14,0.2995486557483673,0.8928571343421936,,,,
,,749,,14,,,0.9375,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.04006846249103546,15,,,,,,
,,799,,15,0.29819968342781067,0.8928571343421936,,,,
,,799,,15,,,0.9325000047683716,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.5776070356369019,16,,,,,,
,,849,,16,0.29638388752937317,0.8928571343421936,,,,
,,849,,16,,,0.9399999976158142,,,
,,850,,17,,,,0.24997563660144806,0.9306666851043701,0.39709699153900146
