iteration,train_time_s,query_time_s,eig_time_s
0,231.0282,3.7645,
1,227.6624,3.8478,
2,230.7072,3.9349,
3,230.0379,3.9594,
4,230.3907,3.9029,
5,231.9596,3.8949,
6,229.9636,3.864,
7,230.6707,3.9649,
8,229.9322,3.9434,
9,230.2997,3.8936,
