iteration,train_time_s,query_time_s,eig_time_s
0,27.7466,99.9925,84.5112
1,31.0811,154.5478,138.6
2,32.1529,212.8945,196.9846
3,32.9619,270.8396,254.6633
4,33.5078,324.4112,308.1402
5,34.6082,404.3567,387.9594
6,35.2896,468.1112,451.5346
7,36.331,527.3725,510.7458
8,37.42,592.9818,576.2437
9,38.3868,657.1892,640.1798
