iteration,train_time_s,query_time_s,eig_time_s
0,21.8628,93.9386,
1,23.6627,149.5342,
2,24.0967,212.7374,
3,24.9962,265.7388,
4,25.4204,319.7843,
5,26.5563,408.4285,
6,27.2192,468.531,
7,27.9879,527.6056,
8,29.1014,590.1819,
9,29.6652,657.7316,
