iteration,train_time_s,query_time_s,eig_time_s
0,21.7575,90.9648,85.0595
1,23.2771,145.0535,139.0563
2,24.272,206.6595,200.4496
3,25.167,261.463,255.2478
4,25.7246,315.1324,308.8203
5,27.0687,395.104,388.7899
6,27.4165,461.435,455.1106
7,28.1827,516.6488,510.3372
8,29.5534,584.0534,576.8992
9,29.7804,651.8088,645.4725
