iteration,train_time_s,query_time_s,eig_time_s
0,225.2994,63.3357,58.3371
1,227.1364,111.2032,105.8822
2,226.8013,168.8995,163.4967
3,226.7878,220.8531,215.4379
4,227.5901,299.974,294.437
5,227.935,361.6459,356.1982
6,226.8368,427.4655,422.0765
7,227.335,500.5786,495.1588
8,229.1149,655.3822,649.8478
9,228.3605,760.8765,755.4049
