iteration,train_time_s,query_time_s,eig_time_s
0,21.2973,90.1103,84.4795
1,22.4932,145.6988,139.8513
2,23.4968,209.3804,203.4122
3,24.4439,262.7875,256.8469
4,24.9991,315.5325,309.604
5,26.1448,405.302,399.4157
6,26.549,465.5643,459.6007
7,27.6785,523.2462,517.0538
8,28.5032,588.3732,582.3606
9,28.9699,653.8794,647.861
