val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.3226163387298584,0.10840000212192535,0,5,,,,
,,0,5,0.08363636583089828,,,
2.2947850227355957,0.1589999943971634,1,11,,,,
,,1,11,0.12436363846063614,,,
2.8549797534942627,0.12780000269412994,2,17,,,,
,,2,17,0.10145454853773117,,,
,,3,18,,2.285876989364624,0.1695999950170517,0.1695999950170517
