iteration,train_time_s,query_time_s,eig_time_s
0,152.4366,308.9784,279.3666
1,159.0484,578.5425,548.7262
2,159.599,847.8513,817.8587
3,165.4732,840.5831,811.7276
4,122.4511,1129.751,1102.2848
5,167.5555,1600.629,1570.5734
6,165.3361,1856.6498,1826.6363
7,171.9929,1968.3398,1938.3982
8,175.2088,2167.4382,2137.0533
9,179.4553,2535.2389,2504.3721
