val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss
,,60,365,0.9245454668998718,,,
3.5096113681793213,0.2919999957084656,61,371,,,,
,,61,371,0.9203636646270752,,,
3.975189447402954,0.25999999046325684,62,377,,,,
,,62,377,0.9436363577842712,,,
3.3378686904907227,0.3240000009536743,63,383,,,,
,,63,383,0.9530909061431885,,,
3.8319764137268066,0.2840000092983246,64,389,,,,
,,64,389,0.9559999704360962,,,
3.16787052154541,0.2720000147819519,65,395,,,,
,,65,395,0.9574545621871948,,,
,,,399,,0.07972267574208991,0.07972267574208991,
,,66,399,,,,0.17027994990348816
4.094690799713135,0.30000001192092896,66,401,,,,
,,66,401,0.9443636536598206,,,
4.182248115539551,0.2639999985694885,67,407,,,,
,,67,407,0.9567272663116455,,,
3.877727508544922,0.24799999594688416,68,413,,,,
,,68,413,0.9565454721450806,,,
3.837327241897583,0.25999999046325684,69,419,,,,
,,69,419,0.9647272825241089,,,
4.320730686187744,0.23600000143051147,70,425,,,,
,,70,425,0.9363636374473572,,,
3.6176273822784424,0.2759999930858612,71,431,,,,
,,71,431,0.9380000233650208,,,
3.8436226844787598,0.2759999930858612,72,437,,,,
,,72,437,0.9501818418502808,,,
4.032454013824463,0.25600001215934753,73,443,,,,
,,73,443,0.9641818404197693,,,
,,,449,,0.07391846107779047,0.07391846107779047,
,,74,449,,,,0.1993766576051712
4.526515483856201,0.29600000381469727,74,449,,,,
,,74,449,0.9472727179527283,,,
3.5683038234710693,0.3199999928474426,75,455,,,,
,,75,455,0.9598181843757629,,,
3.2190463542938232,0.3160000145435333,76,461,,,,
,,76,461,0.9605454802513123,,,
3.8459315299987793,0.30399999022483826,77,467,,,,
,,77,467,0.970727264881134,,,
3.705319881439209,0.2919999957084656,78,473,,,,
,,78,473,0.9534545540809631,,,
4.020124912261963,0.2919999957084656,79,479,,,,
,,79,479,0.9721817970275879,,,
4.052331924438477,0.2840000092983246,80,485,,,,
,,80,485,0.9629091024398804,,,
4.093062877655029,0.2759999930858612,81,491,,,,
,,81,491,0.9694545269012451,,,
3.5466973781585693,0.2759999930858612,82,497,,,,
,,82,497,0.9692727327346802,,,
,,,499,,0.0676608521140981,0.0676608521140981,
,,83,499,,,,0.09049682319164276
4.653644561767578,0.2680000066757202,83,503,,,,
,,83,503,0.9654545187950134,,,
5.077220916748047,0.24799999594688416,84,509,,,,
,,84,509,0.9709091186523438,,,
3.9869492053985596,0.3160000145435333,85,515,,,,
,,85,515,0.9721817970275879,,,
4.322730541229248,0.25999999046325684,86,521,,,,
,,86,521,0.9700000286102295,,,
3.8666391372680664,0.25600001215934753,87,527,,,,
,,87,527,0.9723636507987976,,,
3.7116587162017822,0.2759999930858612,88,533,,,,
,,88,533,0.9725454449653625,,,
3.8182523250579834,0.2720000147819519,89,539,,,,
,,89,539,0.9781818389892578,,,
4.036090850830078,0.25999999046325684,90,545,,,,
,,90,545,0.9779999852180481,,,
,,,549,,0.06106846702727173,0.06106846702727173,
,,91,549,,,,0.057812802493572235
3.9137861728668213,0.2879999876022339,91,551,,,,
,,91,551,0.9781818389892578,,,
4.190985202789307,0.25600001215934753,92,557,,,,
,,92,557,0.9309090971946716,,,
4.6530351638793945,0.24799999594688416,93,563,,,,
,,93,563,0.949999988079071,,,
4.489454746246338,0.2639999985694885,94,569,,,,
,,94,569,0.9605454802513123,,,
4.083700656890869,0.2840000092983246,95,575,,,,
,,95,575,0.9570909142494202,,,
3.7429800033569336,0.25600001215934753,96,581,,,,
,,96,581,0.9703636169433594,,,
3.86232852935791,0.2720000147819519,97,587,,,,
,,97,587,0.9787272810935974,,,
3.4180853366851807,0.2800000011920929,98,593,,,,
,,98,593,0.9785454273223877,,,
,,,599,,0.05426626995309123,0.05426626995309123,
,,99,599,,,,0.05476504936814308
4.314809799194336,0.24799999594688416,99,599,,,,
,,99,599,0.9818181991577148,,,
3.6933882236480713,0.2840000092983246,100,605,,,,
,,100,605,0.970727264881134,,,
4.221789360046387,0.2759999930858612,101,611,,,,
,,101,611,0.9752727150917053,,,
3.759841203689575,0.29600000381469727,102,617,,,,
,,102,617,0.9747272729873657,,,
3.754606008529663,0.2720000147819519,103,623,,,,
,,103,623,0.984181821346283,,,
3.7752010822296143,0.2759999930858612,104,629,,,,
,,104,629,0.9805454611778259,,,
4.245163917541504,0.2800000011920929,105,635,,,,
,,105,635,0.984181821346283,,,
4.581134796142578,0.25600001215934753,106,641,,,,
,,106,641,0.9856363534927368,,,
3.6462976932525635,0.2840000092983246,107,647,,,,
,,107,647,0.9879999756813049,,,
,,,649,,0.04738320218785281,0.04738320218785281,
,,108,649,,,,0.03743664547801018
4.280084133148193,0.23999999463558197,108,653,,,,
,,108,653,0.979454517364502,,,
4.097011566162109,0.328000009059906,109,659,,,,
,,109,659,0.9812727570533752,,,
3.5654544830322266,0.30799999833106995,110,665,,,,
,,110,665,0.984000027179718,,,
4.065474510192871,0.2840000092983246,111,671,,,,
,,111,671,0.9861817955970764,,,
3.638021469116211,0.2639999985694885,112,677,,,,
,,112,677,0.9867272973060608,,,
4.232706546783447,0.2800000011920929,113,683,,,,
,,113,683,0.9807272553443909,,,
3.605208396911621,0.2720000147819519,114,689,,,,
,,114,689,0.9865454435348511,,,
3.8041653633117676,0.2800000011920929,115,695,,,,
,,115,695,0.9860000014305115,,,
,,,699,,0.040549737998982996,0.040549737998982996,
,,116,699,,,,0.03804546594619751
3.5931551456451416,0.3160000145435333,116,701,,,,
,,116,701,0.9865454435348511,,,
3.6536734104156494,0.3160000145435333,117,707,,,,
,,117,707,0.9885454773902893,,,
3.6859726905822754,0.2639999985694885,118,713,,,,
,,118,713,0.98781818151474,,,
3.672905921936035,0.2800000011920929,119,719,,,,
,,119,719,0.9883636236190796,,,
3.340702533721924,0.29600000381469727,120,725,,,,
,,120,725,0.9910908937454224,,,
3.5745322704315186,0.3160000145435333,121,731,,,,
,,121,731,0.9870908856391907,,,
3.4907360076904297,0.2680000066757202,122,737,,,,
,,122,737,0.9898181557655334,,,
3.492400646209717,0.2759999930858612,123,743,,,,
,,123,743,0.9885454773902893,,,
,,,749,,0.03389541137691129,0.03389541137691129,
,,124,749,,,,0.0346965454518795
3.87516188621521,0.2919999957084656,124,749,,,,
,,124,749,0.9934545159339905,,,
4.114211082458496,0.30000001192092896,125,755,,,,
,,125,755,0.991454541683197,,,
3.5063583850860596,0.29600000381469727,126,761,,,,
,,126,761,0.9907272458076477,,,
3.381136655807495,0.2879999876022339,127,767,,,,
,,127,767,0.9912727475166321,,,
3.72052264213562,0.2840000092983246,128,773,,,,
,,128,773,0.9930909276008606,,,
3.48276948928833,0.2879999876022339,129,779,,,,
,,129,779,0.9940000176429749,,,
3.25419020652771,0.2720000147819519,130,785,,,,
,,130,785,0.9940000176429749,,,
3.4941985607147217,0.3160000145435333,131,791,,,,
,,131,791,0.9925454258918762,,,
3.4523115158081055,0.30000001192092896,132,797,,,,
,,132,797,0.9941818118095398,,,
,,,799,,0.027546360610674493,0.027546360610674493,
,,133,799,,,,0.02039819210767746
3.30661678314209,0.2919999957084656,133,803,,,,
,,133,803,0.9927272796630859,,,
3.3941211700439453,0.2800000011920929,134,809,,,,
,,134,809,0.9923636317253113,,,
3.5864951610565186,0.30000001192092896,135,815,,,,
,,135,815,0.9945454597473145,,,
3.572749376296997,0.30399999022483826,136,821,,,,
,,136,821,0.9925454258918762,,,
3.7283759117126465,0.2720000147819519,137,827,,,,
,,137,827,0.9930909276008606,,,
3.3238401412963867,0.328000009059906,138,833,,,,
,,138,833,0.9934545159339905,,,
3.5291147232055664,0.30799999833106995,139,839,,,,
,,139,839,0.9938181638717651,,,
3.5497019290924072,0.2919999957084656,140,845,,,,
,,140,845,0.9958181977272034,,,
,,,849,,0.021622937231861823,0.021622937231861823,
,,141,849,,,,0.02677031047642231
3.363517999649048,0.30000001192092896,141,851,,,,
,,141,851,0.9941818118095398,,,
3.3564727306365967,0.2919999957084656,142,857,,,,
,,142,857,0.9943636655807495,,,
3.4680140018463135,0.2759999930858612,143,863,,,,
,,143,863,0.9927272796630859,,,
3.6961264610290527,0.2759999930858612,144,869,,,,
,,144,869,0.996363639831543,,,
3.5072438716888428,0.2680000066757202,145,875,,,,
,,145,875,0.9958181977272034,,,
3.309638500213623,0.2919999957084656,146,881,,,,
,,146,881,0.9947272539138794,,,
3.3954508304595947,0.3160000145435333,147,887,,,,
,,147,887,0.996181845664978,,,
3.3101282119750977,0.3319999873638153,148,893,,,,
,,148,893,0.995090901851654,,,
,,,899,,0.016237424651354488,0.016237424651354488,
,,149,899,,,,0.008248262107372284
3.2869997024536133,0.29600000381469727,149,899,,,,
,,149,899,0.9974545240402222,,,
3.4977760314941406,0.2879999876022339,150,905,,,,
,,150,905,0.9959999918937683,,,
3.322726011276245,0.3240000009536743,151,911,,,,
,,151,911,0.996363639831543,,,
3.337691307067871,0.30399999022483826,152,917,,,,
,,152,917,0.9969090819358826,,,
3.3014912605285645,0.30799999833106995,153,923,,,,
,,153,923,0.9969090819358826,,,
3.237236261367798,0.31200000643730164,154,929,,,,
,,154,929,0.9976363778114319,,,
3.315901279449463,0.30799999833106995,155,935,,,,
,,155,935,0.996181845664978,,,
3.230247974395752,0.2879999876022339,156,941,,,,
,,156,941,0.9976363778114319,,,
3.241783857345581,0.2800000011920929,157,947,,,,
,,157,947,0.9980000257492065,,,
,,,949,,0.011491909733995899,0.011491909733995899,
,,158,949,,,,0.014996524900197983
3.2143714427948,0.2840000092983246,158,953,,,,
,,158,953,0.9967272877693176,,,
3.255767583847046,0.2680000066757202,159,959,,,,
,,159,959,0.9974545240402222,,,
3.109849214553833,0.335999995470047,160,965,,,,
,,160,965,0.9978181719779968,,,
3.2351510524749756,0.31200000643730164,161,971,,,,
,,161,971,0.9974545240402222,,,
3.2107577323913574,0.3400000035762787,162,977,,,,
,,162,977,0.9970909357070923,,,
3.1810855865478516,0.30799999833106995,163,983,,,,
,,163,983,0.9976363778114319,,,
3.2193946838378906,0.30399999022483826,164,989,,,,
,,164,989,0.9970909357070923,,,
3.3613386154174805,0.2840000092983246,165,995,,,,
,,165,995,0.9976363778114319,,,
,,,999,,0.007476347657262456,0.007476347657262456,
,,166,999,,,,0.007600119337439537
3.220510244369507,0.2879999876022339,166,1001,,,,
,,166,1001,0.9980000257492065,,,
3.2028098106384277,0.2919999957084656,167,1007,,,,
,,167,1007,0.9983636140823364,,,
3.227292060852051,0.3319999873638153,168,1013,,,,
,,168,1013,0.9980000257492065,,,
3.245774984359741,0.3319999873638153,169,1019,,,,
,,169,1019,0.9985454678535461,,,
3.2670865058898926,0.328000009059906,170,1025,,,,
,,170,1025,0.9978181719779968,,,
3.249612331390381,0.3160000145435333,171,1031,,,,
,,171,1031,0.9985454678535461,,,
3.195009231567383,0.3479999899864197,172,1037,,,,
,,172,1037,0.9974545240402222,,,
3.119062900543213,0.3240000009536743,173,1043,,,,
,,173,1043,0.9987272620201111,,,
,,,1049,,0.004266856736146424,0.004266856736146424,
,,174,1049,,,,0.006250688340514898
3.080038547515869,0.3240000009536743,174,1049,,,,
,,174,1049,0.9981818199157715,,,
3.1525380611419678,0.3240000009536743,175,1055,,,,
,,175,1055,0.9983636140823364,,,
3.164297342300415,0.3199999928474426,176,1061,,,,
,,176,1061,0.9983636140823364,,,
3.1372485160827637,0.3240000009536743,177,1067,,,,
,,177,1067,0.9987272620201111,,,
3.1333343982696533,0.3199999928474426,178,1073,,,,
,,178,1073,0.9994545578956604,,,
3.1361312866210938,0.3160000145435333,179,1079,,,,
,,179,1079,0.9989091157913208,,,
3.1510369777679443,0.3160000145435333,180,1085,,,,
,,180,1085,0.9987272620201111,,,
3.1715848445892334,0.3240000009536743,181,1091,,,,
,,181,1091,0.9989091157913208,,,
3.1805615425109863,0.328000009059906,182,1097,,,,
,,182,1097,0.9981818199157715,,,
,,,1099,,0.001924275537261877,0.001924275537261877,
,,183,1099,,,,0.010919385589659214
3.170964241027832,0.3319999873638153,183,1103,,,,
,,183,1103,0.9978181719779968,,,
3.1615731716156006,0.335999995470047,184,1109,,,,
,,184,1109,0.9989091157913208,,,
3.138692617416382,0.328000009059906,185,1115,,,,
,,185,1115,0.9983636140823364,,,
3.126260280609131,0.3319999873638153,186,1121,,,,
,,186,1121,0.9985454678535461,,,
3.137769937515259,0.3319999873638153,187,1127,,,,
,,187,1127,0.9987272620201111,,,
3.140655755996704,0.328000009059906,188,1133,,,,
,,188,1133,0.9987272620201111,,,
3.1440269947052,0.328000009059906,189,1139,,,,
,,189,1139,0.9985454678535461,,,
3.148841619491577,0.3400000035762787,190,1145,,,,
,,190,1145,0.9994545578956604,,,
,,,1149,,0.0004930096332744105,0.0004930096332744105,
,,191,1149,,,,0.003762293141335249
3.1414577960968018,0.3440000116825104,191,1151,,,,
,,191,1151,0.9996363520622253,,,
3.1380860805511475,0.3440000116825104,192,1157,,,,
,,192,1157,0.9985454678535461,,,
3.1435132026672363,0.3479999899864197,193,1163,,,,
,,193,1163,0.9987272620201111,,,
3.13862681388855,0.3479999899864197,194,1169,,,,
,,194,1169,0.9985454678535461,,,
3.139991044998169,0.3440000116825104,195,1175,,,,
,,195,1175,0.9992727041244507,,,
3.142263174057007,0.3440000116825104,196,1181,,,,
,,196,1181,0.9983636140823364,,,
3.1359002590179443,0.3400000035762787,197,1187,,,,
,,197,1187,0.9983636140823364,,,
3.1366851329803467,0.3440000116825104,198,1193,,,,
,,198,1193,0.9994545578956604,,,
,,,1199,,1.8985838248219978e-07,1.8985838248219978e-07,
,,199,1199,,,,0.003001933451741934
3.1412880420684814,0.3440000116825104,199,1199,,,,
,,199,1199,0.9987272620201111,,,
