val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc
2.3030717372894287,0.09719999879598618,0,5,,,,,,
,,0,5,0.11854545772075653,,,,,
2.269867181777954,0.13040000200271606,1,11,,,,,,
,,1,11,0.14690908789634705,,,,,
2.23380184173584,0.17679999768733978,2,17,,,,,,
,,2,17,0.20654545724391937,,,,,
2.222846031188965,0.20800000429153442,3,23,,,,,,
,,3,23,0.18963636457920074,,,,,
2.2059245109558105,0.19760000705718994,4,29,,,,,,
,,4,29,0.2223636358976364,,,,,
2.0274152755737305,0.24560000002384186,5,35,,,,,,
,,5,35,0.2460000067949295,,,,,
2.1287317276000977,0.22360000014305115,6,41,,,,,,
,,6,41,0.2649090886116028,,,,,
2.141037940979004,0.25519999861717224,7,47,,,,,,
,,7,47,0.26581817865371704,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,
,,8,49,,,,1.899308681488037,,
2.0567493438720703,0.26759999990463257,8,53,,,,,,
,,8,53,0.28709089756011963,,,,,
2.02058482170105,0.27880001068115234,9,59,,,,,,
,,9,59,0.32072725892066956,,,,,
2.2601609230041504,0.23839999735355377,10,65,,,,,,
,,10,65,0.31672728061676025,,,,,
2.3464436531066895,0.22439999878406525,11,71,,,,,,
,,11,71,0.3176363706588745,,,,,
2.3741374015808105,0.23080000281333923,12,77,,,,,,
,,12,77,0.33454546332359314,,,,,
2.1659281253814697,0.23360000550746918,13,83,,,,,,
,,13,83,0.3447272777557373,,,,,
2.031785011291504,0.2703999876976013,14,89,,,,,,
,,14,89,0.3792727291584015,,,,,
1.8741390705108643,0.31119999289512634,15,95,,,,,,
,,15,95,0.3474545478820801,,,,,
,,,99,,0.09971150308006689,0.09971150308006689,,,
,,16,99,,,,1.7274200916290283,,
1.8121132850646973,0.3019999861717224,16,101,,,,,,
,,16,101,0.36854544281959534,,,,,
1.9564597606658936,0.28519999980926514,17,107,,,,,,
,,17,107,0.3892727196216583,,,,,
1.992233157157898,0.28200000524520874,18,113,,,,,,
,,18,113,0.389636367559433,,,,,
2.0080127716064453,0.27720001339912415,19,119,,,,,,
,,19,119,0.3919999897480011,,,,,
2.0996437072753906,0.29319998621940613,20,125,,,,,,
,,20,125,0.3930909037590027,,,,,
2.3382866382598877,0.2563999891281128,21,131,,,,,,
,,21,131,0.40727272629737854,,,,,
1.7511308193206787,0.35839998722076416,22,137,,,,,,
,,22,137,0.4000000059604645,,,,,
2.100367307662964,0.2856000065803528,23,143,,,,,,
,,23,143,0.4349091053009033,,,,,
,,,149,,0.09850365444235881,0.09850365444235881,,,
,,24,149,,,,1.5042895078659058,,
2.0159268379211426,0.29159998893737793,24,149,,,,,,
,,24,149,0.430545449256897,,,,,
