iteration,train_time_s,query_time_s,eig_time_s
0,226.1871,52.2818,47.3212
1,227.2474,107.0132,101.092
2,228.5912,163.1194,157.7707
3,227.1902,213.0205,207.6436
4,227.2367,291.2592,285.7848
5,228.5005,350.2036,344.753
6,227.7619,417.1011,411.7919
7,227.8505,492.0936,486.5822
8,229.5076,637.3696,632.135
9,228.4538,748.8455,743.3283
