Method,mean,std
BADGE,0.9263868309833385,0.000641786153567099
Vendi,0.9237448506885104,0.002891534894903784
Bandit,0.9233827149426496,0.0024117124632470665
Core-Set,0.9233209877102463,0.002388272507491925
BALD,0.9219300415780808,0.0008519751294629294
Entropy,0.9180946526704009,0.006442004467856189
Random,0.9154609110620288,0.00632089261710744
