Method,mean,std
Bandit,0.609529631557288,0.007559899648913782
Vendi,0.6026574053146221,0.026431710963051868
Core-Set,0.5944203695765248,0.028180367542561337
BALD,0.5743166710491533,0.027997684117879288
BADGE,0.5291944449698484,0.011252916350574224
Entropy,0.4837444435667108,0.013997212922685439
Random,0.47807777479842856,0.01611740147523467
