Method,mean,std
Core-Set,0.9286481495256776,0.006527326643763505
BADGE,0.9285555570213884,0.011690980753707121
Entropy,0.9280185235871209,0.008646043231424896
BALD,0.927296299625326,0.0061720051277969
Bandit,0.9269814888636271,0.005355948043038793
Vendi,0.9260000034614846,0.004969347998457305
Random,0.9207037047103599,0.010346222972104451
