Method,mean,std
BADGE,0.7295037038900234,0.0059357766924435906
BALD,0.7228796288922981,0.005373142997983077
Bandit,0.7239518535357933,0.005695892461762353
Core-Set,0.7309500006613908,0.004644718935177054
Entropy,0.6920537060057675,0.003356846473746726
Random,0.7255537051845479,0.005374214974345856
Vendi,0.7108333303972526,0.0037365248235951675
