Method,mean,std
Core-Set,0.9038888828621969,0.014584148642832183
Bandit,0.9033086437869954,0.03169242780158669
BADGE,0.8974938243627547,0.021063380609143974
Vendi,0.8970452674009182,0.030594625803313645
BALD,0.8929423849891732,0.0306386657766176
Entropy,0.8915555559926562,0.02590661627147723
Random,0.8758929995474992,0.01032959373077562
