iteration,train_time_s,query_time_s,eig_time_s
0,21.5406,15.3708,
1,22.63,15.3391,
2,23.5908,15.4455,
3,24.8169,15.5359,
4,25.521,15.4903,
5,25.6115,15.5305,
6,26.3594,15.6639,
7,27.3118,15.5032,
8,28.5903,15.6392,
9,29.0943,15.5718,
